sitzung_id,sitzung_name,sitzung_date,sitzung_gremium,dokument_id,dokument_titel,dokument_kategorie,eDokument_id,eDokument_filename,version_nr,_filename
316d0c3abe164c3599ef1bf9d7a4eb43,147. KR Sitzung,2010-01-04,KR,04a14eedb1064dfb8fa2ef12055762e0,147. KR-Protokoll vom 4. Januar 2010,Protokoll,04a14eedb1064dfb8fa2ef12055762e0-332,147. KR-Protokoll vom 4. Januar 2010,1,2010-01-04-04a14eedb1064dfb8fa2ef12055762e0-332.pdf
00a143695e9a41e292e3e9894c39d6ca,148. KR Sitzung,2010-01-11,KR,0df4ccc8518943c2a97b3a5b957d8235,148. KR-Protokoll vom 11. Januar 2010,Protokoll,0df4ccc8518943c2a97b3a5b957d8235-332,148. KR-Protokoll vom 11. Januar 2010,1,2010-01-11-0df4ccc8518943c2a97b3a5b957d8235-332.pdf
c9138bbfa8f54a0185496d64104a448e,149. KR Sitzung,2010-01-18,KR,133bce0722df4ddc95fe181acd4bdb35,149. KR-Protokoll vom 18. Januar 2010,Protokoll,133bce0722df4ddc95fe181acd4bdb35-332,149. KR-Protokoll vom 18. Januar 2010,1,2010-01-18-133bce0722df4ddc95fe181acd4bdb35-332.pdf
6ff6b96003b24364bd069c5eeed8498b,151. KR Sitzung,2010-01-25,KR,c864fce0ff5e4e25a2015cb4ca63cce9,"151. KR-Protokoll vom 25. Januar 2010, Nachmittag",Protokoll,c864fce0ff5e4e25a2015cb4ca63cce9-332,"151. KR-Protokoll vom 25. Januar 2010, Nachmittag",1,2010-01-25-c864fce0ff5e4e25a2015cb4ca63cce9-332.pdf
8c4a33a50f8840be8666482cb481e932,150. KR Sitzung,2010-01-25,KR,af971de8e9f64ca4b5c5991e1d03554f,"150. KR-Protokoll vom 25. Januar 2010, Vormittag",Protokoll,af971de8e9f64ca4b5c5991e1d03554f-332,"150. KR-Protokoll vom 25. Januar 2010, Vormittag",1,2010-01-25-af971de8e9f64ca4b5c5991e1d03554f-332.pdf
60615a8c560f430f9824ca21afd6b9fd,152. KR Sitzung,2010-01-26,KR,fc316975ca0a4e56aa67a47ac5785115,"152. KR-Protokoll vom 26. Januar 2010, Nachmittag",Protokoll,fc316975ca0a4e56aa67a47ac5785115-332,"152. KR-Protokoll vom 26. Januar 2010, Nachmittag",1,2010-01-26-fc316975ca0a4e56aa67a47ac5785115-332.pdf
98f450507c1e49718a4ffc06ed6ae247,153. KR Sitzung,2010-02-01,KR,ffb4ff8b4818490fa0542ad20ef245f3,153. KR-Protokoll vom 1. Februar 2010,Protokoll,ffb4ff8b4818490fa0542ad20ef245f3-332,153. KR-Protokoll vom 1. Februar 2010,1,2010-02-01-ffb4ff8b4818490fa0542ad20ef245f3-332.pdf
40e2fe49f3ce4c5db59e3fc8f21724ec,154. KR Sitzung,2010-02-08,KR,d54c0b8d7e404188af4901175d4c0ed6,154. KR-Protokoll vom 8. Februar 2010,Protokoll,d54c0b8d7e404188af4901175d4c0ed6-332,154. KR-Protokoll vom 8. Februar 2010,1,2010-02-08-d54c0b8d7e404188af4901175d4c0ed6-332.pdf
f428f1ecc1294e3a9521734f5ce6c043,156. KR Sitzung,2010-02-15,KR,2d4d514e10194a93ad262fd05fff4d13,156. KR-Protokoll vom 15. Februar 2010,Protokoll,2d4d514e10194a93ad262fd05fff4d13-332,156. KR-Protokoll vom 15. Februar 2010,1,2010-02-15-2d4d514e10194a93ad262fd05fff4d13-332.pdf
c9f9ac7cbad9495eb5a9313fe423264a,157. KR Sitzung,2010-03-01,KR,88fffe54866440e8a5cfe47aab12f330,157. KR-Protokoll vom 1. März 2010,Protokoll,88fffe54866440e8a5cfe47aab12f330-332,157. KR-Protokoll vom 1. März 2010,1,2010-03-01-88fffe54866440e8a5cfe47aab12f330-332.pdf
22f162798c4743b480f6f129e8b255cb,158. KR Sitzung,2010-03-08,KR,5c36a51158de472c83479fe4a640b7c9,158. KR-Protokoll vom 8. März 2010,Protokoll,5c36a51158de472c83479fe4a640b7c9-332,158. KR-Protokoll vom 8. März 2010,1,2010-03-08-5c36a51158de472c83479fe4a640b7c9-332.pdf
284f512370e64b5898ca9febd2360f87,159. KR Sitzung,2010-03-15,KR,3d5b5042484c48f0933f634f8f9fde00,159. KR-Protokoll vom 15. März 2010,Protokoll,3d5b5042484c48f0933f634f8f9fde00-332,159. KR-Protokoll vom 15. März 2010,1,2010-03-15-3d5b5042484c48f0933f634f8f9fde00-332.pdf
17399a0ea6104f23b5045b7f75b767be,160. KR Sitzung,2010-03-22,KR,ffbe278e278646f6b59493b2712da00f,160. KR-Protokoll vom 22. März 2010,Protokoll,ffbe278e278646f6b59493b2712da00f-332,160. KR-Protokoll vom 22. März 2010,1,2010-03-22-ffbe278e278646f6b59493b2712da00f-332.pdf
d45eb58310014ac580852f4aa102e091,161. KR Sitzung,2010-03-29,KR,d9537ae816134f96b05f4d57d3f12885,161. KR-Protokoll vom 29. März 2010,Protokoll,d9537ae816134f96b05f4d57d3f12885-332,161. KR-Protokoll vom 29. März 2010,1,2010-03-29-d9537ae816134f96b05f4d57d3f12885-332.pdf
5ce1af5f307e4506a31af09ca7a65e4a,162. KR Sitzung,2010-03-29,KR,aa6cc4c224ea4f1b8db58ef4b9e18f56,"162. KR-Protokoll vom 29. März 2010, Nachmittag",Protokoll,aa6cc4c224ea4f1b8db58ef4b9e18f56-332,"162. KR-Protokoll vom 29. März 2010, Nachmittag",1,2010-03-29-aa6cc4c224ea4f1b8db58ef4b9e18f56-332.pdf
ab602c476070408b94c18aafc13678a3,163. KR Sitzung,2010-04-12,KR,c201388e83a8440aa33a46221ac90b9a,163. KR-Protokoll vom 12. April 2010,Protokoll,c201388e83a8440aa33a46221ac90b9a-332,163. KR-Protokoll vom 12. April 2010,1,2010-04-12-c201388e83a8440aa33a46221ac90b9a-332.pdf
fdb620326f124275a6e557a182f2562d,164. KR Sitzung,2010-04-19,KR,b93e3c23e5fe45d39fbb7f62551d6d76,164. KR-Protokoll vom 19. April 2010,Protokoll,b93e3c23e5fe45d39fbb7f62551d6d76-332,164. KR-Protokoll vom 19. April 2010,1,2010-04-19-b93e3c23e5fe45d39fbb7f62551d6d76-332.pdf
94f6accfb95f457fa3363a39038268f7,165. KR Sitzung,2010-04-26,KR,622ab74323df489abc4f3e8edccb31f6,165. KR-Protokoll vom 26. April 2010,Protokoll,622ab74323df489abc4f3e8edccb31f6-332,165. KR-Protokoll vom 26. April 2010,1,2010-04-26-622ab74323df489abc4f3e8edccb31f6-332.pdf
f355b047448c43098e5777a21174ced3,166. KR Sitzung,2010-05-03,KR,8252432809c5447992dfa61f43c16f06,166. KR-Protokoll vom 3. Mai 2010,Protokoll,8252432809c5447992dfa61f43c16f06-332,166. KR-Protokoll vom 3. Mai 2010,1,2010-05-03-8252432809c5447992dfa61f43c16f06-332.pdf
5ff76f5cfb3345d699ed22f076f60e23,167. KR Sitzung,2010-05-10,KR,eb85c385377d49709e52e06a83e5668b,167. KR-Protokoll vom 10. Mai 2010,Protokoll,eb85c385377d49709e52e06a83e5668b-332,167. KR-Protokoll vom 10. Mai 2010,1,2010-05-10-eb85c385377d49709e52e06a83e5668b-332.pdf
d170baa0c0cd4fb9b5fd1b24fbd0637c,168. KR Sitzung,2010-05-17,KR,7cbd0b7aa6904d04b189a52ab8df15a6,168. KR-Protokoll vom 17. Mai 2010,Protokoll,7cbd0b7aa6904d04b189a52ab8df15a6-332,168. KR-Protokoll vom 17. Mai 2010,1,2010-05-17-7cbd0b7aa6904d04b189a52ab8df15a6-332.pdf
ca75fc2985d649acbf7805f4e932999f,169. KR Sitzung,2010-05-31,KR,d0a659f3907a425b8544c6679531d1b8,169. KR-Protokoll vom 31. Mai 2010,Protokoll,d0a659f3907a425b8544c6679531d1b8-332,169. KR-Protokoll vom 31. Mai 2010,1,2010-05-31-d0a659f3907a425b8544c6679531d1b8-332.pdf
55a80f07e1ec450a85b98c347730c708,170. KR Sitzung,2010-06-07,KR,e9d96325802b4de0a53d72177e79dd0a,170. KR-Protokoll vom 7. Juni 2010,Protokoll,e9d96325802b4de0a53d72177e79dd0a-332,170. KR-Protokoll vom 7. Juni 2010,1,2010-06-07-e9d96325802b4de0a53d72177e79dd0a-332.pdf
6cdd6c62b88e4599a12fccc1928a99f9,171. KR Sitzung,2010-06-14,KR,34d4e9879e414e31b337a64743768aa0,171. KR-Protokoll vom 14. Juni 2010,Protokoll,34d4e9879e414e31b337a64743768aa0-332,171. KR-Protokoll vom 14. Juni 2010,1,2010-06-14-34d4e9879e414e31b337a64743768aa0-332.pdf
c79ff26e34bf4fc5b7fd3b7ef105599b,172. KR Sitzung,2010-06-21,KR,3dbaa0776d514a43bebe4a1b2da0d2f1,172. KR-Protokoll vom 21. Juni 2010,Protokoll,3dbaa0776d514a43bebe4a1b2da0d2f1-332,172. KR-Protokoll vom 21. Juni 2010,1,2010-06-21-3dbaa0776d514a43bebe4a1b2da0d2f1-332.pdf
ce4e5bc4dc094cd693dc61ebc6444ec4,173. KR Sitzung,2010-06-28,KR,8a99fce0389b4efbae35b63b3ff8ccfc,"173. KR-Protokoll vom 28. Juni 2010, Vormittags",Protokoll,8a99fce0389b4efbae35b63b3ff8ccfc-332,"173. KR-Protokoll vom 28. Juni 2010, Vormittags",1,2010-06-28-8a99fce0389b4efbae35b63b3ff8ccfc-332.pdf
