sitzung,dokument,titel,_filename
2019-05-06T00:00:00.000,aab377e9c1934ccea710fd16ecfb444c-332,Wahl der Aufsichts- und Sachkommissionen,2019_1
2019-05-06T00:00:00.000,aab377e9c1934ccea710fd16ecfb444c-332,Wahl der Geschäftsleitung des Kantonsrates für das Amtsjahr 2019/2020,2019_1
2019-05-06T00:00:00.000,aab377e9c1934ccea710fd16ecfb444c-332,Erwahrung der Ergebnisse der Erneuerungswahl der Mitglieder des Kantonsrates vom 24.März 2019 für die Amtsdauer 2019–2023,2019_1
2019-05-13T00:00:00.000,efb93fe8ba1946388dea7f1da7f071b0-332,Abbau von Nettovermögen im neuen Gemeindegesetz,2019_1
2019-05-13T00:00:00.000,efb93fe8ba1946388dea7f1da7f071b0-332,Der Kanton Zürich ruft den Klimanotstand aus - für «eusi Zuekunft»,2019_1
2019-05-13T00:00:00.000,efb93fe8ba1946388dea7f1da7f071b0-332,«Klimanotstand»,2019_1
2019-05-13T00:00:00.000,efb93fe8ba1946388dea7f1da7f071b0-332,Anpassung Vorschriften über die Fischerei und die Schifffahrt bei der Quaibrücke in Zürich,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Bedarfsgerechte Akutversorgung: Keine Leistungsaufträge für Überkapazitäten,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Umsetzung «ambulant vor stationär» in der psychiatrischen Versorgung,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Rollenkonflikt des Regierungsrates in der Kantonsspital Winterthur AG,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Genehmigung der Erneuerungswahl des Spitalrates des Kantonsspitals Winterthur,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Genehmigung der Erneuerungswahl des Spitalrates des Universitätsspitals Zürich,2019_1
2019-05-20T00:00:00.000,b9e2d51394a245ee9195310824a6b20e-332,Gleichbehandlung von nur grundversicherten Patienten in der Klinik Hirslanden,2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,Abbau von Nettovermögen im neuen Gemeindegesetz,2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,Genehmigung der Abrechnung des Kredits für die Durchführung von Wiederbelebungsmassnahmen (Revitalisierung) an öffentlichen Fliessgewässern,2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,Energieplanungsbericht 2017 (Genehmigung),2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,"Schutzverordnung Silbern/Lerzen/Stierenmatt (SLS)
in Dietikon",2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,Beschaffungswesen der kantonalen Verwaltung,2019_1
2019-05-27T00:00:00.000,eda5d2764bf440e5a4f075fead393564-332,Sinnvolle Wiederverwertung von wertvollem Bodenmaterial,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Genehmigung einer Verordnung über den preisgünstigen Wohnraum,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Mehr Augenmass beim Hochwasserschutz,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Objektkredit für die Radweglückenschliessung und die Hangsicherung an der 7 Weiacherstrasse zwischen der Solistrasse in der Stadt Bülach und der Chrondel in der Gemeinde Rorbas,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Bewilligung eines Objektkredits für den Ausbau der 383 Zürichstrasse in der Stadt Adliswil,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Bewilligung eines Objektkredits für den Neubau zweier Kreisel an der 388 Bergstrasse in der Gemeinde Richterswil,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Ladestationen-Offensive: Jetzt Elektromobilität erleichtern,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Bewilligung eines Objektkredits für den Neubau Werkhof Bülach,2019_1
2019-05-27T00:00:00.000,bc0c3af1508f405f8fae8bac4f7c05bd-332,Initiative zur Änderung des Energiegesetzes,2019_1
2019-06-03T00:00:00.000,0e3a56a434354845ad29aa4253c64661-332,Kantonale Volksinitiative «Mittelstandsinitiative – weniger Steuerbelastung für alle»,2019_1
2019-06-03T00:00:00.000,0e3a56a434354845ad29aa4253c64661-332,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten des Staatsarchivs des Kantons Zürich für das Projekt «Elektronische Edition des Amtsblatts des Kantons Zürich»,2019_1
2019-06-03T00:00:00.000,0e3a56a434354845ad29aa4253c64661-332,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Schützengesellschaft der Stadt Zürich zur Sanierung des historischen Schützenhauses Albisgütli,2019_1
2019-06-03T00:00:00.000,0e3a56a434354845ad29aa4253c64661-332,Änderung des mittelfristigen Ausgleiches,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Umweltbericht: Bericht Veloinfrastruktur verbessern und Veloverkehrsanteil erhöhen,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Sharing Economy – lösen statt verbieten,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Zusammenarbeit der Gemeinden im Gesundheitsbereich verbessern,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Übersetzung in die Gebärdensprache,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Zukünftige Verkehrsgestaltung mit innovativen Mobilitätsformen,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Ökologische Kleinwohnformen fördern statt verhindern,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Verbesserungen auf der Stammstrecke Winterthur–Zürich bis zum Bau des Brüttener Tunnels,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Vorbildfunktion des kantonalen Personals in Bezug auf Flugreisen,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Befristete Förderung der Infrastruktur für eine CO2-arme Mobilität,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Steuerungsmöglichkeiten mit der Pflegeheimliste,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Ein modernes Wassergesetz ohne Privatisierungen,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Universitätsgesetz (UniG),2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Sonderpädagogische Förderung für Leistungsstarke,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,Fortbildungen für Schulärzte im Kanton Zürich,2019_1
2019-06-17T00:00:00.000,904bec7dce904e1ea4044fc65229be3c-332,«CAS Integrative Förderung» für amtierende Lehrpersonen an der Volksschule,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Wiederwahl des Beauftragten für den Datenschutz für die Amtsdauer 2019–2023,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Wahl der Mitglieder des Bankpräsidiums und des Bankrates ZKB 2019-2023,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Wahl der Mitglieder des Verwaltungsrates der EKZ 2019-2023,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Wahl der Mitglieder des Aufsichtsrates der Sozialversicherungsanstalt 2019-2023,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Genehmigung des Geschäftsberichts und der Jahresrechnung der Gebäudeversicherung Kanton Zürich (GVZ) 2018,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Gesetz über die Gebäudeversicherung (GebVG),2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Verkehrsabgaben für ÖV-Motorfahrzeuge,2019_1
2019-06-24T00:00:00.000,d131900ab08149e1b17a74ca6e9a3b90-332,Sozialhilfe – Motivation statt Sanktion,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Wahl der Mitglieder und Ersatzmitglieder des Obergerichts 2019-2025,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Wahl der Mitglieder und Ersatzmitglieder des Verwaltungsgerichts 2019-2025,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Wahl der Mitglieder und Ersatzmitglieder des Sozialversicherungsgerichts 2019-2025,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Wahl der Mitglieder des Handelsgerichts 2019-2025,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Für die Aufhebung des Kantonsratsbeschlusses vom 22. Oktober 2012 für die Bewilligung eines Verpflichtungskredites von 21 Millionen Franken für die Strasse «Uster West»,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Sicherung der Parteienvielfalt im Kantonsrat,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Demokratie an Schulen,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Kantonaler Mindestlohn,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Stärkung des Rechtsstaates,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Moratorium für das E-Voting,2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,"Bürgerrecht, Erhöhung Wohnsitzfristen",2019_1
2019-06-24T00:00:00.000,713116a49c5a426d8583a4e67786ae57-332,Zugängliche Bildung,2019_1
2019-07-01T00:00:00.000,ce1d204b53dd485ca987348b647188ae-332,Ersatzwahl eines Mitglieds des Steuerrekursgerichts (60%),2019_1
2019-07-01T00:00:00.000,ce1d204b53dd485ca987348b647188ae-332,Baurecht für studentisches Wohnen auf dem Universitätsgebiet Irchel Süd,2019_1
2019-07-01T00:00:00.000,ce1d204b53dd485ca987348b647188ae-332,Klare Rahmenbedingungen für Pilotprojekte von regionalen Stromnetzwerken mit Blockchain-Technologie,2019_1
2019-07-01T00:00:00.000,ce1d204b53dd485ca987348b647188ae-332,Mehrwertausgleichsgesetz (MAG),2019_1
2019-07-08T00:00:00.000,370cfb686f72491bb2a00ee947d581d1-332,"Nachtragskredite für das Jahr 2019, I. Sammelvorlage",2019_1
2019-07-08T00:00:00.000,370cfb686f72491bb2a00ee947d581d1-332,Genehmigung des Geschäftsberichts des Regierungsrates 2018,2019_1
2019-07-08T00:00:00.000,370cfb686f72491bb2a00ee947d581d1-332,Tätigkeitsbericht der Finanzkontrolle des Kantons Zürich über das Jahr 2018,2019_1
2019-07-08T00:00:00.000,370cfb686f72491bb2a00ee947d581d1-332,"Verletzung des Nachtflugverbots: Die Ursachen sind bekannt, jetzt braucht es Massnahmen",2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Wahl eines Ersatzmitglieds des Sozialversicherungsgerichts,2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Genehmigung des Rechenschaftsberichts des Obergerichts des Kantons Zürich für das Jahr 2018,2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Genehmigung des Rechenschaftsberichts des Verwaltungsgerichts des Kantons Zürich für das Jahr 2018,2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Genehmigung des Rechenschaftsberichts des Sozialversicherungsgerichts des Kantons Zürich für das Jahr 2018,2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Bau eines Hauses der Demokratie,2019_1
2019-07-08T00:00:00.000,d5465a567bab4b45a2fc1aba10ff849d-332,Bau der SZU-Doppelspur entlang der Sihltalstrasse ohne Enteignungen,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Eintritt eines neuen Ratsmitglieds für die zurückgetretene Stefanie Pfändler,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Eintritt eines neuen Ratsmitglieds für den zurückgetretenen Martin Haab,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Ausreichende Versorgung mit ZVV-Verkaufsstellen erhalten,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Rückläufige Einwanderung von Ausländerinnen und Ausländern in die Schweiz und den Kanton Zürich,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,"Beschert die Personenfreizügigkeit (PFZ) dem Kanton Zürich wertvolle Fachkräfte oder bloss Billig-Arbeitskräfte, die hiesige Arbeitnehmer verdrängen?",2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Zeitgemässes Nachtnetz für den Kanton Zürich,2019_1
2019-08-19T00:00:00.000,9c9d9c5e565f421b91eca78d686bc163-332,Shared Mobility mit Autostopp-Haltestellen,2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,"Fristerstreckung für die Berichterstattung und Antragsstellung zur Motion KR-Nr. 177/2015 betreffend Richtplan Kapitel 4.7.2, Eintrag Flugplatz Dübendorf",2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,"Strassengesetz § 14 Abs. 2, Zonen mit reduziertem Tempo",2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,Änderung des Strassengesetzes,2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,Internalisierung externer Kosten Strassenverkehr,2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,Strassengesetz § 30,2019_1
2019-08-26T00:00:00.000,17574347695b4f58a33d5603a7ad7c55-332,Änderung Strassengesetz,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Änderung Strassengesetz,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Bundesrechtswidrige Bestimmung im Strassengesetz,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Keine Ladenöffnung am Berchtoldstag,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Schnellspur für voll besetzte Autos,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Selbstfahrende Autos als Teil des öffentlichen Verkehrs,2019_1
2019-08-26T00:00:00.000,0415b06843a24af2a5ea466903bede7b-332,Grenzgängervorrang beim RAV,2019_1
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Ersatzwahl Mitglied AWU für die zurückgetretene Stefanie Pfändler,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Gesetz über die Spitalschulen auf der Sekundarstufe II,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Universitätsgesetz (UniG),2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Überprüfung Organisation der Sonderpädagogik der Volksschule bezüglich Aufwand und Ertrag sowie Nachhaltigkeit des schulischen Erfolgs,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Genehmigung der Abrechnung des Kredites für die Ausrichtung eines Investitionsbeitrags an die Stiftung Zentralbibliothek Zürich für die Erstellung eines Erweiterungsbaus,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Genehmigung der Abrechnung des Kredites für den Umbau und die Erweiterung des Schulhauses Anton Graff der Berufsbildungsschule Winterthur,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Genehmigung der Abrechnung des Kredites für den Umbau der kleinen Reithalle und der Stallungen an der Sihl (Kulturinsel Gessnerallee) für die Schauspiel-Akademie Zürich,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Wahl der Mitglieder des Bildungsrates für die Amtsdauer 2019–2023,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Genehmigung der Wahl der Mitglieder der Berufsbildungskommission für die Amtsdauer 2019–2023,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Gewährung eines Darlehens an die Lehrmittelverlag Zürich AG und der Beteiligung an der Aktienkapitalerhöhung,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Förderung von Grundkompetenzen bei Erwachsenen,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Erweiterung erwachsenengerechtes Berufsbildungsangebot,2019_2
2019-09-02T00:00:00.000,3ba8875e7a49422ebacbb37cf99ec291-332,Mehr Freiheit für die Erwachsenenbildung Zürich,2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Soziallastenausgleich  im Finanzausgleichsgesetz,2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Gesetz über die Information und den Datenschutz (IDG),2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Genehmigung der Abrechnung des Rahmenkredits für den Betrieb der Genossenschaft Theater für den Kanton Zürich für die Spielzeiten 2012/13–2017/18,2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Genehmigung der Änderung der Gemeindeverordnung (VGG),2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Ein Betreibungsregister für den Kanton Zürich,2019_2
2019-09-09T00:00:00.000,2543d132f0124582b5e544d7f2fd9c0e-332,Gerichts- und Behördenorganisation im Zivil- und Strafprozess (GOG),2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Ersatzwahl Mitglied ABG für den zurückgetretenen Martin Haab,2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Mit einer Arbeitszeitstudie gegen die Willkür,2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Krippen stärken statt schwächen,2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Für ein wirksames Mitarbeitendengespräch in der Volksschule,2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Angleichung der Studiengebühren an die Realität,2019_2
2019-09-16T00:00:00.000,7cb8cd02e64a4925816d9bb591e9ec55-332,Härtefallregelung im Rahmen der integrativen Förderung,2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Tätigkeitsbericht Ombudsmann 2018,2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Tätigkeitsbericht Datenschutzbeauftragter 2018,2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Umsetzung des Masterplans Kasernenareal,2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Vorwärts mit der Zürichsee-Uferwegplanung,2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Gesetz über das Sozialversicherungsgericht (GSVGer),2019_2
2019-09-23T00:00:00.000,68ba8a1b3e9f44b399737b29235ccb7b-332,Archivierungsmengen die tragbar sind,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Synergien beim Software-Einsatz im Kanton Zürich nutzen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Foodwaste verringern II,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Schiedsgericht in Sozialversicherungsstreitigkeiten 2019-2025,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Genehmigung des Jahresberichts der Psychiatrischen Universitätsklinik Zürich und des Berichts über die Umsetzung der Eigentümerstrategie für das Jahr 2018,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Genehmigung des Jahresberichtes des Kantonsspitals Winterthur für das Jahr 2018,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Genehmigung des Jahresberichts des Universitätsspitals Zürich und des Berichts über die Umsetzung der Eigentümerstrategie für das Jahr 2018,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Netzkostenbeiträge für die Erschliessung von Gemeinschaftsgaragen und öffentlichen Ladestationen mit Strom,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Neue partizipative Formen der Demokratie dank Digitalisierung,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Nachhaltigkeit als Kriterium für das öffentliche Beschaffungswesen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,"Erst untersuchen, dann handeln",2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Umstellung auf Elektromobilität beim kantonalen Fahrzeugpark,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Bedarfsgerechte Akutversorgung: Keine Leistungsaufträge für Überkapazitäten,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Einheitliche Finanzierung von ambulanten und stationären Gesundheitsleistungen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Geschlechtergleichstellung in der kantonalen Kulturförderung,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Weiterbildungen für den Umgang mit LGBTI-feindlichen Aggressionen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Keine unnötigen Krankenkassen-Betreibungen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Humusaufbau zur Speicherung von CO2,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Aufhebung des Fonds zur Absicherung der Staatsgarantie für die Zürcher Kantonalbank (§ 6 Abs. 5 Kantonalbankgesetz),2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Verkehrsplanung Zürcher Unterland,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Klimaschutz durch Moorschutz,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Digitalisierung Mittel- und Berufsfachschulen,2019_2
2019-09-30T00:00:00.000,0b3116db72a0408dae31bb4c0c8e9ca3-332,Foodwaste verringern I,2019_2
2019-09-30T00:00:00.000,c4600c1920874bdb8e6d9ff144327505-332,Einführung einer Gebühr für das Aufsuchen einer Notfallabteilung eines Spitals,2019_2
2019-09-30T00:00:00.000,c4600c1920874bdb8e6d9ff144327505-332,Hepatitis B und C: Handlungsbedarf im Kanton Zürich?,2019_2
2019-09-30T00:00:00.000,c4600c1920874bdb8e6d9ff144327505-332,Für eine kostendeckende Finanzierung der Gerontopsychiatrie in Heimen,2019_2
2019-09-30T00:00:00.000,c4600c1920874bdb8e6d9ff144327505-332,Indikationsqualität stationärer Leistungen,2019_2
2019-09-30T00:00:00.000,c4600c1920874bdb8e6d9ff144327505-332,«Peer Audits» zur Indikationsqualität,2019_2
2019-10-21T00:00:00.000,b32eb5f9a51c414eae7ee1f11fb0f251-332,Volksinitiative «für ein Musikschulgesetz»,2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Anwohner- und landschaftsverträgliche Linienführung für die SBB-Linie zum Brüttenertunnel im Glattal,2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Genehmigung der Wahl der Mitglieder der Jugendhilfekommission für die Amtsdauer 2019-2023,2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Soziallastenausgleich im Finanzausgleichsgesetz,2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Gesetz über die Gerichts- und Behördenorganisation im Zivil- und Strafprozess (GOG),2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Kasernenareal: Auch ein digitaler Leuchtturm für den Kanton Zürich,2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,Mehrwertausgleichsgesetz (MAG),2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,"Teilrevision 2016 des kantonalen Richtplans, Kapitel 2 «Siedlung», Kapitel 3 «Landschaft» und Kapitel 6 «Öffentliche Bauten und Anlagen»",2019_2
2019-10-28T00:00:00.000,97a1b5c855a74c49b2b810272464b670-332,"Teilrevision 2016 des kantonalen Richtplans, Kapitel 4 «Verkehr» und Kapitel 5 «Versorgung, Entsorgung»",2019_2
2019-10-28T00:00:00.000,a16b4192269842b392fe9342438d2e4b-332,"Teilrevision 2016 des kantonalen Richtplans, Kapitel 4 ""Verkehr"" und Kapitel 5 ""Versorgung, Entsorgung""",2019_2
2019-10-28T00:00:00.000,a16b4192269842b392fe9342438d2e4b-332,Zurück zu stufengerechter Raumplanung,2019_2
2019-10-28T00:00:00.000,a16b4192269842b392fe9342438d2e4b-332,Altersdurchmischtes Wohnen,2019_2
2019-10-28T00:00:00.000,a16b4192269842b392fe9342438d2e4b-332,Lade-Infrastrukturen für Elektrofahrzeuge,2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Schluss mit dem Schutz von Beamten vor Strafuntersuchungen,2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Schaffung eines «Güterverkehrs-Verlagerungsgesetzes»,2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Zeit für neue S-Bahn-Haltestellen,2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Gesetz über die Gebäudeversicherung (GebVG),2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,"Mehr Sicherheit, Umweltschutz und Markt im Strassenverkehr durch Selbstkontrolle der Branche",2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Einführungsgesetz zum Bundesgesetz über die Familienzulagen (EG FamZG),2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,"Sozialhilfegesetz (SHG), Änderung",2019_2
2019-11-04T00:00:00.000,f18448b474bc4515acfb5145da0d4d10-332,Klare rechtliche Grundlage für Sozialdetektive,2019_2
2019-11-11T00:00:00.000,a447c835080c42e285afae6e5d76c3d5-332,Genehmigung des Jahresberichtes der Universität Zürich für das Jahr 2018,2019_2
2019-11-11T00:00:00.000,a447c835080c42e285afae6e5d76c3d5-332,Genehmigung Jahresbericht der Zürcher Fachhochschule für das Jahr 2018,2019_2
