sitzung,dokument,titel,_filename
2021-01-29T00:00:00.000,,"5667, Genehmigung der Änderung der Personalverordnung (FD): Vorstellung der Vorlage",2021_0
2021-01-29T00:00:00.000,,"5682, Gesetz über Urnenabstimmungen in Versammlungsgemeinden während der Corona-Pandemie (Änderung, Verlängerung der Geltungsdauer): Eintretensdebatte (Vorstellung JI), 1. Lesung",2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Wahl Mitglied KJS für Benedikt Hoffmann,2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Mehr Anschlussmöglichkeiten für Schulabgänger,2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Ausserkantonale Entsorgung,2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Kantonales Jagdgesetz (JG),2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Planungs- und Baugesetz (PBG),2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,"Änderung Energiegesetz, Reduktion des nichterneuerbaren Energieanteils im Gebäudebereich",2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,"Energiegesetz, Änderung, Umsetzung der MuKEn 2014",2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,REDEM – Initiative für klimafreundliche Gebäude,2021_0
2021-02-01T00:00:00.000,60018d5fd9bd4abb9a2b41852a18beeb-332,Neue MuKEN: Energieeffizienz auch bei den Haushaltgeräten,2021_0
2021-02-02T00:00:00.000,,340/2012 Internalisierung externer Kosten Strassenverkehr,2021_0
2021-02-02T00:00:00.000,,5633 Strassengelder für Strassen (Fonds im Eigenkapital),2021_0
2021-02-02T00:00:00.000,,5653 Neuausrichtung ZFI,2021_0
2021-02-02T00:00:00.000,,"5598 Teilrevision 2018 des kantonalen Richtplans, Kapitel 4 «Verkehr»",2021_0
2021-02-02T00:00:00.000,,"5637: Spitalplanungs- und Finanzierungsgesetz (SPFG); Abschluss 1. Lesung, konsultative Abstimmung über Anträge; GD",2021_0
2021-02-02T00:00:00.000,,"230/2018: PI C. Schmid betr. Bewilligungsverfahren in Tierversuchen; Vornahme vorbehaltener Beschluss, GD",2021_0
2021-02-02T00:00:00.000,,192/2018: PI Stefan Schmid betr. Bedingungsloser Abzug Verpflegungsmehrkosten; Verabschiedung Brief an RR (kommissionsintern),2021_0
2021-02-02T00:00:00.000,,"5664: Verein Zürich Tourismus (Staatsbeitrag infolge Covid-19-Pandemie); Schlussabstimmung, VD",2021_0
2021-02-02T00:00:00.000,,339/2017: PI Boesch betr. Reduktion Vermögenssteuersätze; Verabschiedung Brief an RR (kommissionsintern),2021_0
2021-02-02T00:00:00.000,,WAK Petition Jugendparlament betr. Stärkung Forstwirtschaft im Kampf gegen Klimawandel; Schlussabstimmung über Kommissionsvorstoss (kommissionsintern),2021_0
2021-02-02T00:00:00.000,,"233/2018: PI Galeuchet betr. Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen; Beratung Antrag für geänderte PI, FD/ZKB",2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Eintritt neues Mitglied Kantonsrat für Simon Schlauri,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Grundlagen für eine fachgerechte Sozialhilfe,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Gleichstellung von LGBTI-Menschen und Massnahmen gegen Hasskommunikation,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Sicheres und effizientes Velofahren dank Behebung der 1'200 Schwachstellen bei der Veloinfrastruktur,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Anpassung der Möglichkeit zur Bildung von finanzpolitischen Reserven im Gemeindegesetz,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Ladeinfrastrukturen für Elektrofahrzeuge in Mietobjekten und im Stockwerkeigentum,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Bessere Löhne für die Pflege. Jetzt.,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Bewilligung eines Rahmenkredites für den Forstschutz (Prävention und Bekämpfung von Borkenkäferschäden),2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,"Änderung Energiegesetz, Reduktion des nichterneuerbaren Energieanteils im Gebäudebereich",2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,"Energiegesetz (Änderung, Umsetzung der MuKEn 2014)",2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,REDEM – Initiative für klimafreundliche Gebäude,2021_0
2021-02-08T00:00:00.000,b28a83fe39454ea1b3a6372292a08ae2-332,Neue MuKEN: Energieeffizienz auch bei den Haushaltgeräten,2021_0
2021-02-12T00:00:00.000,,"5667, Genehmigung der Änderung der Personalverordnung (FD): Beratung, Beschluss",2021_0
2021-02-12T00:00:00.000,,"5646, Gesetz über die BVG- und Stiftungsaufsicht (BVSG) und Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (EG ZGB), Änderung (JI): Detailberatung, Beginn 1. Lesung",2021_0
2021-02-12T00:00:00.000,,"234/2017 (PI Rigoni), Bezirksgericht als professionelle Beschwerdeinstanz für alle KESB-Entscheide (JI): Beratung",2021_0
2021-02-12T00:00:00.000,,"5682, Gesetz über Urnenabstimmungen in Versammlungsgemeinden während der Corona-Pandemie (Änderung, Verlängerung der Geltungsdauer; JI): 2. Lesung, Schlussabstimmung",2021_0
2021-02-12T00:00:00.000,,"70/2018 (PI Gehrig), Stimmrechtsalter 16 auf Anfrage (JI): Beschluss betr. Rückweisungsantrag SVP",2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,"Fachhochschulgesetz, Änderung, Personal der Zürcher Fachhochschule",2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Wahl Ersatzmitglied Obergericht für Bruno Amacker,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Wahl Mitglied KJS für Simon Schlauri,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Gesetz über die Administrativuntersuchung,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,"Kantonalbankgesetz, Änderung, Aufhebung des Fonds zur Absicherung der Staatsgarantie",2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,"Gesetz über Controlling und Rechnungslegung, Änderung, Zwischenbericht",2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Organisation des Personalwesens in der kantonalen Verwaltung,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Beitrag aus dem Lotteriefonds zugunsten der Stiftung Plattform Mäander,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Beitrag aus dem Lotteriefonds zugunsten der Zoo Zürich AG für Investitionen 2020 bis 2030,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Jährliche aktuelle Steuerstatistik,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Beeinflussbarkeit des Staatshaushalts,2021_0
2021-02-22T00:00:00.000,d04a59713dc64fa89b20ff010f158b6b-332,Rechtliche Grundlage für Steuerdetektive,2021_0
2021-02-22T00:00:00.000,88403451712a4cec9ac7bf6637f3334a-332,"Energiegesetz, Änderung, Umsetzung der MuKEn 2014",2021_0
2021-02-22T00:00:00.000,88403451712a4cec9ac7bf6637f3334a-332,REDEM – Initiative für klimafreundliche Gebäude,2021_0
2021-02-22T00:00:00.000,88403451712a4cec9ac7bf6637f3334a-332,Neue MuKEN: Energieeffizienz auch bei den Haushaltgeräten,2021_0
2021-02-26T00:00:00.000,,"5656, Miliz stärken: Anrechenbarkeit von Behördenämtern an Weiterbildungen (JI): Beratung, Beschluss",2021_0
2021-02-26T00:00:00.000,,"5630, Kantonales Bürgerrechtsgesetz, KBüG (JI): Detailberatung, 2. Lesung",2021_0
2021-02-26T00:00:00.000,,"5646, Gesetz über die BVG- und Stiftungsaufsicht (BVSG) und Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (EG ZGB), Änderung (JI): Detailberatung, 1. Lesung",2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Wahl Ersatzmitglied Steuerrekursgericht für Tanja Petrik-Haltiner,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Wahl Ersatzmitglied Obergericht für Jürg Meier,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Wahl Ersatzmitglied Obergericht für Andrea Strähl,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Errichtung eines «Zurich International Commercial Court» am Handelsgericht des Kantons Zürich,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Korrektur der falschen Rundung bei der Oberzuteilung im Proporzwahlverfahren,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,"Gesetz über Urnenabstimmungen in Versammlungsgemeinden während der Corona-Pandemie (Änderung, Verlängerung der Geltungsdauer)",2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Verwendung der Integrationspauschale: Personenbezogen und zielorientiert,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Moratorium für das E-Voting,2021_0
2021-03-01T00:00:00.000,497d141da7064f239d2549b7b6cde675-332,Strafverfolgungsbehörden können in gewissen Fällen eine Kaution verlangen,2021_0
2021-03-02T00:00:00.000,,5671 Bewilligung Rahmenkredit für das Veloförderprogramm 2,2021_0
2021-03-02T00:00:00.000,,414/2019 Datenbasierte Energieplanung für Gemeinden,2021_0
2021-03-02T00:00:00.000,,"5600 NOK-Gründungsvertrag, Ablösung durch einen Aktionärbindungsvertrag und eine Eignerstrategie (Aufhebung), Energiegesetz (Änderung; Beteiligung an der Axpo Holding AG)",2021_0
2021-03-02T00:00:00.000,,211/2016 Änderung EKZ-Gesetz,2021_0
2021-03-02T00:00:00.000,,5596 Wassergesetz (WsG),2021_0
2021-03-02T00:00:00.000,,"230/2018: PI C. Schmid betr. Bewilligungsverfahren in Tierversuchen; Verabschiedung Schreiben an Regierungsrat, GD",2021_0
2021-03-02T00:00:00.000,,"5637: Spitalplanungs- und Finanzierungsgesetz (SPFG); Beginn 2. Lesung, GD",2021_0
2021-03-02T00:00:00.000,,"5678: Postulat Franzen betr. Förderung der Bienenbestände im Kanton Zürich; Vorlagenpräsentation, Stellungnahme Erstunterzeichnerin, BD",2021_0
2021-03-02T00:00:00.000,,"233/2018: PI Galeuchet betr. Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen; Fraktionsrückmeldungen zur PI und geänderten PI, FD/ZKB",2021_0
2021-03-04T00:00:00.000,,"273/2018 (PI KJS), Mitteilungen von Verwaltungsgerichtsentscheiden (JI): Kenntnisnahme Missiv, Fortsetzung Beratung",2021_0
2021-03-04T00:00:00.000,,"101/2017 (PI Loss), Fristenstillstand auch im Rekursverfahren (JI): Beratung, Schlussabstimmung",2021_0
2021-03-04T00:00:00.000,,Informationstraktandum: PJZ Gesamtschau,2021_0
2021-03-04T00:00:00.000,,"5675, EG ZGB (Änderung), Elektronische Überwachung zum Schutz gewaltbetroffener Personen (JI): Präsentation Vorlage",2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Für ein wirksames Mitarbeitendengespräch in der Volksschule,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Rahmenkredit für das Programm Grundkompetenzen Erwachsener in den Jahren 2021–2024,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Dringende Reparaturarbeiten am Berufsauftrag für die Volksschul-Lehrpersonen: Krankheitstage,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Administrative Kosten sind vom Kanton zu tragen,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Sprachförderung an den Zürcher Gymnasien,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Sprachzertifikate an den Zürcher Gymnasien,2021_0
2021-03-08T00:00:00.000,577749f3d40e441fa8fa8e636fc6eb8c-332,Transparenz bei den Geldern für Pflegefamilien und Fremdplatzierungsorganisationen (FPO) im Kanton Zürich,2021_0
2021-03-09T00:00:00.000,,340/2012 Internalisierung externer Kosten Strassenverkehr,2021_0
2021-03-09T00:00:00.000,,5633 Strassengelder für Strassen (Fonds im Eigenkapital),2021_0
2021-03-09T00:00:00.000,,5653 Neuausrichtung ZFI,2021_0
2021-03-09T00:00:00.000,,"5598 Teilrevision 2018 des kantonalen Richtplans, Kapitel 4 «Verkehr»",2021_0
2021-03-09T00:00:00.000,,211/2016 Änderung EKZ-Gesetz,2021_0
2021-03-09T00:00:00.000,,5680 Kombinierte Anlagen zur geothermischen Stromproduktion,2021_0
2021-03-09T00:00:00.000,,5679 Keine Speicherpflicht für Pelletheizungen bis 70 kW,2021_0
2021-03-09T00:00:00.000,,5637: Spitalplanungs- und Finanzierungsgesetz (SPFG); Fortsetzung 2. Lesung; GD,2021_0
2021-03-09T00:00:00.000,,"5505: EI Rutz betr. Massnahmen zur Zuwanderungssteuerung; Vorlagenpräsentation, Stellungnahme Initiant, Verständnisfragen, VD",2021_0
2021-03-09T00:00:00.000,,"357/2018: PI K. Steiner betr. Standesinitiative zur Kompetenzübertragung an Kantone für Arbeitsbewilligungsverlängerung von Asylsuchenden mit Negativentscheid; Anhörung Zweitunterzeichnerin, Stellungnahme Direktion, Verständnisfragen, VD",2021_0
2021-03-12T00:00:00.000,,"5646, Gesetz über die BVG- und Stiftungsaufsicht (BVSG) und Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (EG ZGB), Änderung (JI): Detailberatung, Abschluss 1. Lesung",2021_0
2021-03-12T00:00:00.000,,"5656, Miliz stärken: Anrechenbarkeit von Behördenämtern an Weiterbildungen (JI): Beschluss",2021_0
2021-03-12T00:00:00.000,,"232/2018 (PI Bloch), Klimaschutz: Schutzartikel in der Verfassung (BD): Kenntnisnahme Missiv, Fortsetzung Beratung",2021_0
2021-03-15T00:00:00.000,95faf139b5ea4d678fc997875bd0de1e-332,Wahl Mitglied Sozialversicherungsgericht (60%) für Verena Daubenmeyer,2021_0
2021-03-15T00:00:00.000,95faf139b5ea4d678fc997875bd0de1e-332,Wahl Mitglied Sozialversicherungsgericht (90%) für Hans-Jakob Mosimann,2021_0
2021-03-15T00:00:00.000,95faf139b5ea4d678fc997875bd0de1e-332,Verhandlungen mit der Stadt Zürich zum Rosengarten,2021_0
2021-03-15T00:00:00.000,95faf139b5ea4d678fc997875bd0de1e-332,Erfolgreiche Corona-Exit-Strategie,2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,Verpflichtungskredit für das Covid-19-Härtefallprogramm des Kantons Zürich,2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,Kantonale Unterstützung von Unternehmen mit Liegenschaftsaufwendungen während der Corona Krise,2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,Kantonale Drittelslösung für Geschäftsmieten während Corona,2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,§ 47bis Steuergesetz (befristete Zusatzsteuer auf Vermögen),2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,Stärkung der Demokratie dank höherer Transparenz bei den Regierungsratswahlen,2021_0
2021-03-15T00:00:00.000,c0c88c4c4a4e40a084737c925a53182d-332,Erweiterung Zweckbindung Parkplatz-Ersatzabgabe,2021_0
2021-03-16T00:00:00.000,,"5637: Spitalplanungs- und Finanzierungsgesetz (SPFG); Fortsetzung und Abschluss 2. Lesung, Abstimmung über Anträge; GD",2021_0
2021-03-16T00:00:00.000,,Neues Amt für Mobilität,2021_0
2021-03-16T00:00:00.000,,5596 Wassergesetz (WsG),2021_0
2021-03-16T00:00:00.000,,"5668 A. Kantonale Volksinitiative «Für eine nachhaltige Nutzung von Wertstoffen (Kreislauf-Initiative)»
B. Verfassung des Kantons Zürich, Änderung",2021_0
2021-03-16T00:00:00.000,,"5600 NOK-Gründungsvertrag, Ablösung durch einen Aktionärbindungsvertrag und eine Eignerstrategie (Aufhebung), Energiegesetz (Änderung; Beteiligung an der Axpo Holding AG)",2021_0
2021-03-16T00:00:00.000,,414/2019 Datenbasierte Energieplanung für Gemeinden,2021_0
2021-03-16T00:00:00.000,,"PI Furrer, KR-Nr. 69/2020, Kein Verzicht auf Schulnoten: Beratung",2021_0
2021-03-16T00:00:00.000,,"5676, Genehmigung Ersatzwahl Mitglied Berufsbildungskommission für den Rest der Amtsdauer 2019-2023: Beschlussfassung",2021_0
2021-03-16T00:00:00.000,,"5677, Interkantonale Vereinbarung über die Beiträge an die Ausbildungskosten von universitären Hochschulen (IUV) / Beitritt: Beratung",2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,Korrektur der falschen Rundung bei der Oberzuteilung im Proporzwahlverfahren,2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,"Gesetz über Urnenabstimmungen in Versammlungsgemeinden während der Corona-Pandemie (Änderung, Verlängerung der Geltungsdauer)",2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,Bericht der Geschäftsprüfungskommission über ihre Tätigkeit vom März 2020 bis Februar 2021,2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,"Frühkindliche Betreuung, Bildung und Erziehung (FBBE) – faire Startchancen für alle",2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,Vermittlung angemessener Kenntnisse der Komplementärmedizin für Studierende der Veterinärmedizin,2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,Aufsicht von Kinderkrippen,2021_0
2021-03-22T00:00:00.000,c83726b9a6cc41668aba25b21555bc12-332,Doppelrolle des Kantons beim Lehrmittelverlag Zürich,2021_0
2021-03-23T00:00:00.000,,"301/2018: PI Amrein betr. Festlegung der Höhe der Notariatsgebühren; Anhörung Initiant, Stellungnahme Direktion, Verständnisfragen, FD",2021_0
2021-03-23T00:00:00.000,,"5678: Postulat Franzen betr. Förderung der Bienenbestände im Kanton Zürich; Schlussabstimmung, BD",2021_0
2021-03-25T00:00:00.000,,"5675, EG ZGB (Änderung), Elektronische Überwachung zum Schutz gewaltbetroffener Personen (JI): Anhörung, Eintretensdebatte, ev. 1. Lesung",2021_0
2021-03-25T00:00:00.000,,"273/2018 (PI KJS), Mitteilungen von Verwaltungsgerichtsentscheiden (JI): Anhörung, Beratung",2021_0
2021-03-25T00:00:00.000,,"307/2019 (PI Furrer), Parteistellung der Sozialdienste in Strafverfahren (JI): Kenntnisnahme Gesetzesentwurf JI, Beratung",2021_0
2021-03-26T00:00:00.000,,"5681, Gesetz über die finanzielle Unterstützung der institutionellen familienergänzenden Kinderbetreuung aufgrund der Coronapandemie (BI): Vorstellung",2021_0
2021-03-26T00:00:00.000,,"234/2017 (PI Rigoni), Bezirksgericht als professionelle Beschwerdeinstanz für alle KESB-Entscheide (JI): Beschluss Sistierungsantrag",2021_0
2021-03-26T00:00:00.000,,"5630, Kantonales Bürgerrechtsgesetz, KBüG (JI): Detailberatung, 2. Lesung; ev. Schlussabstimmung",2021_0
2021-03-26T00:00:00.000,,"5646, Gesetz über die BVG- und Stiftungsaufsicht (BVSG) und Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (EG ZGB), Änderung (JI): Detailberatung, Abschluss 1. Lesung",2021_0
2021-03-26T00:00:00.000,,"190/2018 (PI Pfister), Bürgerrecht, Erhöhung Wohnsitzfristen (JI): Beschluss",2021_0
2021-03-26T00:00:00.000,,"193/2018 (PI Schmid 1), Bürgerrecht, Erhöhung wirtschaftlicher Selbsterhalt (JI): Beschluss",2021_0
2021-03-26T00:00:00.000,,"194/2018 (PI Schmid 2), Bürgerrecht, Erhöhung von Ordnung und Sicherheit (JI): Beschluss",2021_0
2021-03-26T00:00:00.000,,"382/2018 (PI Pfalzgraf), Bürgerrecht, schnellere Integration dank tieferen Einbürgerungshürden für junge Erwachsene (JI): Beschluss",2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,Eintritt neues Mitglied Kantonsrat für Daniel Hodel,2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,Wahl Mitglied GPK für Daniel Hodel,2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,Umsetzung des Kantonsratsbeschlusses zum Ersatzdamm im Ellikerfeld,2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,Ausbau der Wasserkraftnutzung und touristische Nutzung des Rheinfalls – Folgen einer geplanten Revision des Schaffhauser Wasserwirtschaftsgesetzes auf den Kanton Zürich,2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,"Energiegesetz (Änderung, Umsetzung der MuKEn 2014)",2021_0
2021-03-29T00:00:00.000,a15b8fc7e7924f35b1bef6f15591d751-332,Objektkredit für die Radweglückenschliessung und den Ausbau von Bushaltestellen auf der Binz-/Zollikonstrasse in den Gemeinden Zollikon und Maur,2021_0
2021-03-29T00:00:00.000,18e77c7c05f14dbcac6fe45f57aa5675-332,Bewilligung eines Objektkredits für den Erweiterungsneubau der Kantonsschule Limmattal,2021_0
2021-03-29T00:00:00.000,18e77c7c05f14dbcac6fe45f57aa5675-332,"Teilrevision 2017 des kantonalen Richtplans, Kapitel 4 «Verkehr» und Kapitel 5 «Versorgung, Entsorgung»",2021_0
2021-03-30T00:00:00.000,,"5598 Teilrevision 2018 des kantonalen Richtplans, Kapitel 4 «Verkehr»",2021_0
2021-03-30T00:00:00.000,,5687 Umweltbericht: Mehr Qualität in den Schutzgebieten,2021_0
2021-03-30T00:00:00.000,,5680 Kombinierte Anlagen zur geothermischen Stromproduktion,2021_0
2021-03-30T00:00:00.000,,414/2019 Datenbasierte Energieplanung für Gemeinden,2021_0
2021-03-30T00:00:00.000,,5679 Keine Speicherpflicht für Pelletheizungen bis 70 kW,2021_0
2021-03-30T00:00:00.000,,"5637: Spitalplanungs- und Finanzierungsgesetz (SPFG); Fortsetzung und Abschluss 2. Lesung, GD",2021_0
2021-03-30T00:00:00.000,,"110/2019: PI Göldi betr. Selbstbestimmung am Lebensende auch in Alters- und Pflegeheimen; Anhörung Initiant, Stellungnahme Direktion und Verständnisfragen, GD",2021_0
2021-03-30T00:00:00.000,,"EG KVG: Auswirkungen des Systemwechsels in der Prämienverbilligung, GD",2021_0
2021-03-30T00:00:00.000,,"PI Balmer, KR-Nr. 287/2018, Politische Neutralität bei Lehrmitteln für die Volksschule: Beschlussfassung",2021_0
2021-03-30T00:00:00.000,,"PI Bourgeois, KR-Nr. 288/2018, Politisch und konfessionell neutrales öffentliches Bildungswesen, neutrale Lehrmittel und ausgewogene unterrichtsergänzende Angebote: Beschlussfassung",2021_0
2021-03-30T00:00:00.000,,"5670, Bekämpfung von Kinderarmut im Kanton Zürich (Postulat KR-Nr. 381/2018): Präsentation; Beratung",2021_0
2021-03-30T00:00:00.000,,"5677, Interkantonale Vereinbarung über die Beiträge an die Ausbildungskosten von universitären Hochschulen (IUV) / Beitritt: Beschlussfassung",2021_0
2021-03-30T00:00:00.000,,"PI Furrer, KR-Nr. 69/2020, Kein Verzicht auf Schulnoten: Organisation Anhörungen",2021_0
2021-03-30T00:00:00.000,,"5674, Bewilligung Verpflichtungskredit für die vorgezogene Ausführungsplanung, «Campus T, 1. Etappe», Zürcher Hochschule für Angewandte Wissenschaften (ZHAW), Winterthur: Präsentation",2021_0
2021-04-06T00:00:00.000,,"5674: Bewilligung Verpflichtungskredit für die vorgezogene Ausführungsplanung, «Campus T, 1. Etappe», Zürcher Hochschule für Angewandte Wissenschaften (ZHAW), Winterthur, Augenschein",2021_0
2021-04-06T00:00:00.000,,"5597: Teilrevision 2018 des kantonalen Richtplans, Kapitel 3 «Landschaft» und Kapitel 6 «Öffentliche Bauten und Anlagen», Augenschein",2021_0
2021-04-08T00:00:00.000,,"307/2019 (PI Furrer), Parteistellung der Sozialdienste in Strafverfahren (JI): Beschluss Änderung PI, vorbehaltener Beschluss",2021_0
2021-04-08T00:00:00.000,,"273/2018 (PI KJS), Mitteilungen von Verwaltungsgerichtsentscheiden (JI): Schlussabstimmung",2021_0
2021-04-08T00:00:00.000,,"5675, Einführungsgesetz zum Schweizerischen Zivilgesetzbuch (Änderung, Elektronische Überwachung zum Schutz gewaltbetroffener Personen; JI): Detailberatung, Beginn 1. Lesung",2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Wahl Mitglied Handelsgericht für Felix Graber,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,"A. Polizeiorganisationsgesetz, Polizeigesetz und Bevölkerungsschutzgesetz, Änderung, Forensisches Institut Zürich
B. Vereinbarung zwischen dem Kanton Zürich und der Stadt Zürich über Errichtung und Betrieb des Forensischen Instituts Zürich",2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Bundesrechtswidrige Bestimmung im Strassengesetz,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Anwohner- und landschaftsverträgliche Linienführung für die SBB-Linie zum Brüttenertunnel im Glattal,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Start-up-Wirtschaftsregion Zürich,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Verein Zürich Tourismus (Staatsbeitrag infolge Covid-19-Pandemie),2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Kongruente Regelungen für Hilfestellungen zu Hause,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Koordination der Grossbaustellen Limmattalbahn und Wärmeverbund Zürich – Altstetten und Reduktion der Belastung des Quartiers Altstetten,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Finanzierung von Strassenbauten und anderen baulichen Massnahmen entlang von Staatsstrassen,2021_0
2021-04-12T00:00:00.000,c8da6bf3983d49abab76519798510c75-332,Umkleidezeit ist Arbeitszeit - Umsetzung,2021_0
2021-04-13T00:00:00.000,,5671 Bewilligung Rahmenkredit für das Veloförderprogramm 2,2021_0
2021-04-13T00:00:00.000,,"5668 A. Kantonale Volksinitiative «Für eine nachhaltige Nutzung von Wertstoffen (Kreislauf-Initiative)»
B. Verfassung des Kantons Zürich, Änderung",2021_0
2021-04-13T00:00:00.000,,5596 Wassergesetz (WsG),2021_0
2021-04-13T00:00:00.000,,"5665: Postulat Furrer betr. Fürsorgerische Unterbringungen reduzieren; Präsentation Bericht, Fragen, GD",2021_0
